#1_id	#2_content	#3_label
TRAIN_115	Retweeted بنت بغداد ( USER ) : USER احبها لان بيهاحبيبتي روژايتي مشتاقتلها كولش ومشتاقه لشقاوتنا . . URL	iraq
TRAIN_6364	الله يجزيكن الخير يا جماعة	syria
TRAIN_13860	و المصيبة الأخ يبقي محتار يحدده ازاى يعم قوم في غوريلا قاعدة وراك URL …	egypt
TRAIN_11480	اوه ما ظنيت	algeria
TRAIN_20112	Shorbgy ياسطى لازم ينزل البلد يكمل سواه مبرووك	egypt
TRAIN_4833	#سمو_الشيخ_منصور_بن_زايد_آل_نهيان الله يديم عليك الابتسامة والضحكة ياطويل العمر وجعل الابتسامه ما … URL	morocco
TRAIN_250	يامساء الزين ارحب	kuwait
TRAIN_4366	USER اشسم اخوي الكبير	ksa
TRAIN_20945	الكلام مابي فائدة اذا فينجر مستمر	iraq
TRAIN_16818	قد ايش ودي اتطمن بس لا .	ksa
TRAIN_10099	تعلم السواقة لانها زادتلي المسؤليات URL …	libya
TRAIN_2139	الاماكن اللي مريت انت فيها عايشه بروحي وأبيها .	ksa
TRAIN_2565	الف مبرووك بيسو عقبال تتويجات وتألقات ونجاحات جايا ياملك #محمد_عباس #MohammadAbbas	algeria
TRAIN_10722	قصدي مكتوبه صح ؟	egypt
TRAIN_371	#الابتعاث_افسد_بناتنا_وشبابنا الابتعاث مفيد للاستفاده من خبرات وجامعات الدول المتقدمه بس للاسف بعض الطلبه لم يعي معنى الابتعاث	iraq
TRAIN_3976	شكراعلى الرد البنك الزين يفرض نفسه على الشباب والمواطنين . .	kuwait
TRAIN_13951	قلبي ايش صاير معك	egypt
TRAIN_14161	شوية منافقين ولاد وسخة والله	egypt
TRAIN_19721	صدفه . . ! ! بس كانت حلوه	egypt
TRAIN_488	الدقيقة 36 بربي يمركي بونجاح	algeria
TRAIN_6420	قفز الارنب خاف الارنب كنت قريبا منهو ألعب	uae
TRAIN_18609	على سيرة اللطافة حسابك ثاني افضل حساب لبنت بالتاريخ	iraq
TRAIN_11524	ما في ناس احسن من ناس . . URL	jordan
TRAIN_15399	شيلي ( وسادتي ) وحطي ( رأسي ) واقرأي الجملة . . جربي	oman
TRAIN_11606	راك تحس روحك مستعبد ؟	algeria
TRAIN_18386	ودي اعيشك عمر ثاني	uae
TRAIN_8083	اي مشرد وما أرضى اعيش اطبل ل طال عمره	syria
TRAIN_1562	تجحفلنا و اجلوه بكره	ksa
TRAIN_9924	اتفقنا ع هيك	palestine
TRAIN_15157	نحب حاجه سخونه يا بخييله	algeria
TRAIN_4525	ما عشت ضغط البارتنرز لهسا	palestine
TRAIN_12096	لا في قبل ما تسافر قووم ولعلك شمعه علشان عيد ميلادك صاحبي لازم تدور كويس بعد كده مش هبعت اي حاجه انا برضه	egypt
TRAIN_18457	تعديل اخر معناه أن البرنامج لم و لن ينطلق . اين انت يا تبون باي باي الجزائر	algeria
TRAIN_15409	بناقص حياتي معاك ضعيت عمري وراك	algeria
TRAIN_19942	اخذوه يا حبيبي	algeria
TRAIN_10353	صح فعلاتكمل حي علينا معش قرينا	libya
TRAIN_11504	ما حد حكا عن هدنة	palestine
TRAIN_2078	زين يصير اخلي صورة الممثل الي مثل دور يوزرسيف لو المختار للحساب ؟ لو انشتم ؟	iraq
TRAIN_4986	اعمي وعايز اشوف الدنيا بمبي بدل سودة	egypt
TRAIN_12883	ليل يا ليل ليل الليل يا ليل يا ليل	libya
TRAIN_11186	أوعي تنام وأنت زعلآن من حد ، افضل صآحي طول الليل فكرله ف مصيبه تجيب أجله !	egypt
TRAIN_513	و ان احنا الاتنين لدغة ف هنفهم بعض جدا	egypt
TRAIN_63	لو تباعدك الظروف انا غيرك ما أشوف .	uae
TRAIN_13347	أنا_لبناني _ متطرف_راسي _ كبير_وما _ بصغرو_غير _ قدام_الله URL …	lebanon
TRAIN_17429	USER اكيد زعلن عليك مالك . . أو من الفرحة USER	jordan
TRAIN_19571	حاجات يحييها العتب`	oman
TRAIN_4396	باقي له سنة	morocco
TRAIN_13324	لوو كان شغلي بالذهب لترك واغنييلكك	iraq
TRAIN_16091	يعم وعهد الله وحشني USER	egypt
TRAIN_5932	كل سنة وانت طيب يامعلم	libya
TRAIN_17938	USER تتعرف وسام خلاص اطق اصبع	bahrain
TRAIN_18758	دي يونغ ديال يوسف سيف URL	morocco
TRAIN_14600	- حتى وآنآ آحكي معكك ؛ م آشبعكك آشتآق لكك وآلحل معكك !	ksa
TRAIN_2479	نعم وشفت واحد بام عيني قنصوه في رأسه فسقط سهيدا . . قاتلهم الله . . URL …	yemen
TRAIN_13519	نفسي اعرف الكويتيين بيسمو موزة ازاي دي زي بنتك يا جدع	egypt
TRAIN_1563	هه متواضعه مثلي	algeria
TRAIN_657	لا والنبي كفايه صدمات هموت فيها وربنا URL …	morocco
TRAIN_16057	رافآ ماركيز زمان عنه	yemen
TRAIN_6994	' كنت اعاني من الكثير من المشاكل ولكن بعد ما قالولي \ ' وسع بالك \ ' لقد تحسنت حالتي وانتهت مشاكلي ، يا إلهي لا أصدق ! '	tunisia
TRAIN_5688	وربي ما فتحت شيء للحين	oman
TRAIN_7155	هفهمك انا زيك بالظبط	uae
TRAIN_20946	اه طلعة بر مع الحبايب والذبيحة بالصندوق	ksa
TRAIN_13678	' عبدالمجيد يوم قال : ياعديم الشوق بعدي فيك م اثر \ ' مايدري ان الشوق خذا من العمر نصه بس نكابر . '	ksa
TRAIN_15707	اول الناس الطلبة مكتئبين لين خلاص	libya
TRAIN_5331	لي مبلوكي شي حد يطلق سراحو العيد والعواشر هادو	morocco
TRAIN_2582	احبه كثر ما صوته يطمن قلبي	uae
TRAIN_20009	هه عارف لكن انت قلتي حتى لنفس الانتماءات كارهتهم وانا من بنغازي مهجر	libya
TRAIN_9994	انا لو بيتحرق دهوني زي مابيتحرق دمي كان زماني خسيت ٢٠ كيلو	morocco
TRAIN_17560	استاحشت ندوي إيطالي والامتحانات االاورالي هلبا	libya
TRAIN_13272	الله يعطيه العافيه وجزاه الله خير ربي يطول بعمره	oman
TRAIN_15599	اه اه فاهم فاهم	syria
TRAIN_12635	إييه فعلا فيها شبه منك	libya
TRAIN_6598	USER هله والله كلكم زود	iraq
TRAIN_4883	nasser _ 223 مباركن عرسك يا بومحمد USER لقبسه URL	qatar
TRAIN_19206	بكرا بتنزل تشتريلك واحد	palestine
TRAIN_11033	لكن غير الي فتركيا	oman
TRAIN_15237	انتي اخر وحده يوم بتروحي بركاء عليج توصيل المفتاح .	oman
TRAIN_1516	ياخي باغي اجرب بس ما فيني بارض	oman
TRAIN_18298	( 24 ) ۩ஜ ممكن لايك هناا بليزز URL … URL	tunisia
TRAIN_17688	300 بالسنة كيف منصرف الدولار كل يوم سنت او كيف هيدي لازم تنقرض العمى بقلبها دمرت اللغة العربية هلئ فاتت عالتوقعات وما اهبل منها الا يلي مصورها وعامل لها فيديو	lebanon
TRAIN_20994	دا حقيقي وشكلك اتغير جامد	egypt
TRAIN_6737	الموسم الي راح كان في دروب كبير بمستوى كروس . . كروس لاعب بيعرف يقرأ اللعب ويضبط ايقاع الفريق . . ارثور لاعب ممتاز بس مش انيستا او تشافي بذا الجانب . . اما لوكا مسكين عمره 34 سنه راحت عليه خلاص بالكثير يقدر يلعب شوط . . شفت امام فالنسيا	yemen
TRAIN_140	مش الامازيغ عرب	algeria
TRAIN_20241	انا جاني اشعار محاولة فتح حسابي من هاتف ثاني	egypt
TRAIN_17077	طريقة تعامل العالم مع مرض الاكتئاب بتكئب الواحد بزيادة	palestine
TRAIN_6086	والله م اعرف	egypt
TRAIN_19806	١٧٥ * في زاوية في الكتيب ما شفتها بس بعد ستل شوي العدد	qatar
TRAIN_4170	الفرج ، كل مباراة لاازم يستلم الكورة وهوا ف منطقة الدفاع ويلف ويدور ويتفنن وانقطعت قبل كدا وجات هدف ، موهوب ما قلنا شي ! ، بس احترم الكيان ياخي	ksa
TRAIN_20789	البارح على الواحدة صباحا كنت مروح ولقيت نار اشتعلت في أحد المزارع اتصلت بهم جاءوا في لمح البصر أقل من عشر دقائق وصلوا وطفاوها جزاهم الله خيرا	algeria
TRAIN_16509	' ي رب مثل زمان اكبر ضيق لنا لما يطلع \ ' سنعود بعد قليل \ ' #عيد_سبيستون19'	oman
TRAIN_4844	وزير الخارجية البحريني ربنا سخطو وخلى مؤخرته قدام URL …	palestine
TRAIN_5777	انت اكيد مجنون كتيير طيبة	syria
TRAIN_12278	حضرتگ آنا جيت اداري ع شمعتي جه عيل أبن باردة عمل هوف	egypt
TRAIN_11338	راح تضبط لا تيأس	oman
TRAIN_12324	نعود نقولك عودة زينة أخي ؟ ؟	algeria
TRAIN_9691	وأنا كمان بحبك أكتر وكنتى وحشانى جدا يا بنتى أكتر من 17سنة أصحاب ومكملين العمر كله بالمناسبة كنتى قمر أوى أوى	egypt
TRAIN_18859	لو خيرووك بين ان تااكل 30 صرصوور او تعييد الدراسه من اول ابتدائي وش تختار ؟ ^ بروحه ولا مع كاتشب	yemen
TRAIN_2669	امتى الزمن يصفاالى والتقيلى حبيب مخلص يريح بالى يكون وصاله قريب	egypt
TRAIN_15429	فدوة لگلبك يا بطل	iraq
TRAIN_19481	حصل ي عموره	morocco
TRAIN_861	ملوخيه ومحاشي ومخلل بدنجان	egypt
TRAIN_9355	تحرش ده ولا مش تحرش ، يا متعلمين ! ! URL …	tunisia
TRAIN_17222	فديتني عسسلل كم اجنن URL …	uae
TRAIN_16007	ليش ما عزمتنا !	jordan
TRAIN_15781	اخوان و اكتر	yemen
TRAIN_20097	هه المشتكى لله	iraq
TRAIN_16293	بلاهي توماس مولر يعجبك كملاعبي نحسو مزهار ياسر وكرة تحبو و يمركي في بونتوات كي بطاطا واسهل مفما انا نمركاهم نحسو ملاعبي مستواه عادي والوقت عطاه و ماهوش ملاعبي بقيمة بايرن ميونيخ متع نادي مستوى أقل	tunisia
TRAIN_4213	لمكتووب معطااهاليش : / . . ساهلة #نخطفهاا <3	algeria
TRAIN_17621	اخويا مش صاحبى	egypt
TRAIN_16614	يمكن هي اللي دافعه المهر	ksa
TRAIN_12854	اسسد يبت جدعه	egypt
TRAIN_17798	هتروح مني فين بس	egypt
TRAIN_7927	الأرجنتين كلاوا شكلاطة في الإستراحة ؟	tunisia
TRAIN_13607	حبيت افيدك عزيزي	oman
TRAIN_12448	مشكله مب اهني مشكله ، اوصل مستشفى و اتعايز و ارد ادراجي	morocco
TRAIN_5167	شمدخلو في الموضوع ، أوبن سكاي بلوكي عندو سنين في تونس ، النقابات هي لي تحكم	tunisia
TRAIN_14321	حرفيا هو و HIMYM و فريندز كيف كانو قدرانين	syria
TRAIN_20949	حقيقة مقودة جل شعب(المواقع ) كيما داكوتا جونسون في فيلم 50 شايدس أوف ڨراي يتناك على التعذيب الدكتاتورية والطغيان كيما القحبة تحب دير شواكر يرخسوها وينيكوها بالضرب السادية مليحة يا قحااب يااه ؟ والعقاب جيد لتنظيم الصفوف . . كونطرولي الكومنتار نيكمك وما تعارضش الآدمين باش يرضى عليك	algeria
TRAIN_8979	يسعدلي هالمسا ارحبي	kuwait
TRAIN_3456	انا نيتى وحشة وقريت الكلام بنية وحشة	egypt
TRAIN_8385	من غير داعش بذتنا دواعشها	ksa
TRAIN_9750	بس هو ماكذب ولا قال شي خطا او محرم او منهي عنه كلامه سليم	ksa
TRAIN_6071	عشنا وشفنا اني صرت هيك URL …	lebanon
TRAIN_15682	USER لا انشاءالله الرجال يسوها	ksa
TRAIN_19122	و انتى مين يطولك دا انتى العالية لفوق ! !	egypt
TRAIN_13550	وانا كمان والله	egypt
TRAIN_10315	فيدال وراكيتيتش خلااص ارحمونا	palestine
TRAIN_1237	تتذكرون من ركعناكم ٢ وراها كمتوا تمشون صفح صار عدكم فطر شرجي	iraq
TRAIN_19843	حسب خبرتي ان 2 بصك 1 باللي معه في يده	ksa
TRAIN_14834	قول هذي الهدرة لملال	algeria
TRAIN_20751	خناقه مع ابويا ع الصبح . .	egypt
TRAIN_11639	امشي من وجهي	jordan
TRAIN_15323	والله ذبحتونه بتاريخ عادل ادري هو ديغول فرنسا لو تشرتشل بريطانيا لو روزفلت امريكا لو مانديلا جنوب افريقا لو الام تيريزا واحد كاعد بفرنسا وبلد ديمقراطي وراح انتمى للمجلس الاعلى وجابته امريكا للعراق يعني لينتمي للمجلس صار عنده تاريخ لو تاريخه على شهادته ملايين الدكاتره موجودين	iraq
TRAIN_7461	USER هه صادق والله	syria
TRAIN_1010	انت مش من كوكب تانى علشان تسعد الناس كلها وتفرحهم اكتفي بسعادة نفسك	egypt
TRAIN_3037	الناس بتاخد الاجازة و انا لسة مبدأتش امتحانات	egypt
TRAIN_16436	USER أغنية أسماء النور حلووة	algeria
TRAIN_3385	شوفوا عبادي كيف قلب العود الى قيتار URL …	ksa
TRAIN_20193	ايه الجمال ده كلو ؟	syria
TRAIN_2065	- اضحكي وخلي السنين تتأملك كل شيء فيك أحلى من الثاني . ء USER	oman
TRAIN_12239	الفراغ قاتلني ولا كأني مخلص امتحانات ومش ورأيا حاجه اعملها	egypt
TRAIN_1979	اليوم أول يوم دوام ف المركز ، يا رب يوم خفيف لطيف نصنع فيه الذكرى الحلوة .	ksa
